,price,location,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
147,"130,000 ₪",עיספיא,טויוטה C-HR HYBRID C-LUB,2021,1798 ליטר בנזין,"63,000",2,אוטומטי,שנהב לבן,פרטית,0,"2,130 ₪"
148,"84,900 ₪",עפולה,מזדה 6 MAZDA 6 LUXURY,2018,1998 ליטר בנזין,"118,000",1,אוטומטי,שנהב לבן,השכרה,0,"2,019 ₪"
149,"67,500 ₪",תל אביב יפו,פורד אדג' EDGE SEL,2014,3497 ליטר בנזין,"155,000",1,אוטומטי,שנהב לבן,ליסינג,3 חודשים,"1,962 ₪"
150,"107,900 ₪",רמת השרון,קיה סטוניק STONIC LX,2021,998 ליטר בנזין,"31,343",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,529 ₪"
151,"89,999 ₪",נס ציונה,יונדאי איוניק HYBRID PREMIUM,2018,1580 ליטר בנזין,"114,000",1,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,604 ₪"
152,"81,900 ₪",באר טוביה,טויוטה קורולה COROLLA SUN,2017,1598 ליטר בנזין,"95,000",1,אוטומטי,שנהב לבן,ליסינג,8 חודשים,"1,604 ₪"
153,"64,900 ₪",ראשון לציון,קיה פיקנטו PICANTO EX,2018,1248 ליטר בנזין,"34,000",2,אוטומטי,לבן,פרטית,0,"1,102 ₪"
154,"35,900 ₪",חיפה,יונדאי I20 I20 INSIGHT,2014,1396 ליטר בנזין,"134,000",2,אוטומטי,אפור מטל,ליסינג,3 חודשים,985 ₪
155,"59,500 ₪",תל אביב יפו,סקודה אוקטביה OCTAVIA AMBITION,2016,1197 ליטר בנזין,"148,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,424 ₪"
156,"97,900 ₪",תל אביב יפו,ניסאן קשקאי QASHQAI ACENTA,2018,1197 ליטר בנזין,"70,000",1,אוטומטי,לבן,פרטית,4 חודשים,"1,604 ₪"
157,"66,900 ₪",חיפה,יונדאי I10 I10 PRIME,2019,1248 ליטר בנזין,"91,915",2,אוטומטי,שחור,פרטית,0,"1,102 ₪"
158,"68,500 ₪",ראשון לציון,סקודה ראפיד RAPID AMBITION,2018,999 ליטר בנזין,"140,000",1,אוטומטי,שנהב לבן,פרטית,13 חודשים,"1,353 ₪"
159,"32,000 ₪",שדרות,טויוטה קורולה COROLLA SUN,2010,1598 ליטר בנזין,"200,000",2,אוטומטי,תכלת מטאלי,ליסינג,1 חודשים,"1,262 ₪"
160,"29,990 ₪",עפולה,רנו קליאו CLIO EX PACK PLUS,2016,1197 ליטר בנזין,"140,000",4,אוטומטי,אפור כהה מטלי,השכרה,5 חודשים,"1,205 ₪"
161,"94,900 ₪",ראשון לציון,רנו מגאן MEGANE INTENSE,2021,1461 ליטר דיזל,"70,759",3,אוטומטי,שנהב לבן,ליסינג,0,"1,811 ₪"
162,"125,000 ₪",מאיפה שנוח לך בארץ,פיג'ו 3008 3008 PREMIUM,2019,1199 ליטר בנזין,"64,545",1,אוטומטי,אפור,אחר,1 חודשים,"2,019 ₪"
163,"109,000 ₪",בת ים,ניסאן ג'וק JUKE N-DESIGN,2021,999 ליטר בנזין,"22,000",2,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,811 ₪"
164,"79,900 ₪",פתח תקווה,סקודה אוקטביה NEW OCTAVIA AMBITION,2017,1395 ליטר בנזין,"137,000",1,אוטומטי,שחור מטלי,פרטית,0,"1,604 ₪"
165,"54,999 ₪",פרדס חנה כרכור,ניסאן קשקאי QASHQAI VISIA,2016,1598 ליטר דיזל,"235,000",2,אוטומטי,שחור מטלי,פרטית,3 חודשים,"1,693 ₪"
166,"48,000 ₪",פתח תקווה,מזדה CX-5 CX-5 LUXURY,2012,1998 ליטר בנזין,"350,000",2,אוטומטי,שחור מטלי,פרטית,4 חודשים,"1,427 ₪"
167,"114,990 ₪",חיפה,טויוטה C-HR HYBRID CHIC,2017,1798 ליטר בנזין,"99,000",2,אוטומטי,כסוף כהה מטלי,פרטית,3 חודשים,"1,835 ₪"
168,"279,900 ₪",ראשון לציון,סקודה סופרב SUPERB LK IV,2022,1395 ליטר חשמל/בנזין,"19,000",1,אוטומטי,שחור מטלי,פרטית,2 חודשים,"3,366 ₪"
169,"265,000 ₪",לוד,טויוטה RAV4 HYBRID E-MOTION SKY,2023,2487 ליטר בנזין,0,1,אוטומטי,אפור כהה מטלי,פרטית,11 חודשים,"3,366 ₪"
170,"110,900 ₪",פתח תקווה,פיג'ו 5008 5008 PREMIUM,2019,1598 ליטר בנזין,"152,131",1,אוטומטי,אפור,ליסינג,9 חודשים,"2,019 ₪"
171,"590,000 ₪",תל אביב-יפו,מרצדס GLE 350 AMG,2022,1991 ליטר בנזין,"12,000",1,אוטומטי,שנהב לבן,פרטית,0,"4,731 ₪"
172,"635,000 ₪",נתניה,לנד רובר רינג' רובר ספורט SPORT HSE DYN 300,2021,2997 ליטר דיזל,"46,000",2,אוטומטי,שנהב לבן,פרטית,1 חודשים,"4,731 ₪"
173,"96,900 ₪",פתח תקווה,סובארו פורסטר FORESTER 2.0X,2016,1995 ליטר בנזין,"119,660",2,אוטומטי,שחור,פרטית,2 חודשים,"1,693 ₪"
174,"114,000 ₪",עפולה,מיצובישי אקליפס קרוס ECLIPSE CROSS PREMIUM,2019,1499 ליטר בנזין,"40,500",2,אוטומטי,שחור,פרטית,1 חודשים,"2,019 ₪"
175,"133,000 ₪",ירכא,ניסאן X TRAIL X-TRAIL ACENTA,2019,1598 ליטר דיזל,"70,000",1,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"2,019 ₪"
176,"121,000 ₪",תל אביב יפו,ניסאן קשקאי QASHQAI ACENTA TECH,2019,1598 ליטר דיזל,"78,000",1,אוטומטי,שנהב לבן,פרטית,0,"2,019 ₪"
177,"125,000 ₪",עפולה,מזדה 2 MAZDA 2 DYNAMIC,2023,1496 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,529 ₪"
178,"82,000 ₪",חיפה,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,"125,000",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"1,353 ₪"
179,"35,000 ₪",פתח תקווה,רנו קליאו CLIO EX PACK PLUS,2016,1197 ליטר בנזין,"140,000",2,אוטומטי,אדום מטל,ליסינג,0,"1,353 ₪"
180,"119,900 ₪",עפולה,שברולט אקוינוקס EQUINOX LT,2019,1490 ליטר בנזין,"46,000",3,אוטומטי,אפור כהה,פרטית,5 חודשים,"2,019 ₪"
181,"98,900 ₪",ראשון לציון,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"130,000",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,604 ₪"
182,"65,000 ₪",נתניה,פיג'ו 208 208 GTI,2016,1598 ליטר בנזין,"130,000",3,ידני,שנהב לבן,פרטית,8 חודשים,"1,584 ₪"
183,"65,000 ₪",נתניה,סקודה אוקטביה OCTAVIA AMBITION,2016,1197 ליטר בנזין,"130,000",2,אוטומטי,כסף מטלי,ליסינג,1 חודשים,"1,424 ₪"
184,"117,900 ₪",חדרה,קיה נירו NIRO LX,2019,1580 ליטר בנזין,"79,685",1,אוטומטי,כסוף,ליסינג,8 חודשים,"1,604 ₪"
185,"139,000 ₪",רחובות,פולקסווגן פולו POLO GTI,2020,1984 ליטר בנזין,"46,000",1,אוטומטי,שחור מטלי,פרטית,0,"2,417 ₪"
186,"179,900 ₪",רמת גן,סובארו פורסטר FORESTER SPORT,2020,2498 ליטר בנזין,"27,000",2,אוטומטי,שנהב לבן,פרטית,9 חודשים,"2,417 ₪"
187,"97,000 ₪",נתיבות,רנו מגאן MEGANE INTENSE,2019,1461 ליטר דיזל,"46,000",2,אוטומטי,כסף מטלי,ליסינג,0,"1,811 ₪"
188,"106,900 ₪",רמת השרון,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"110,691",1,אוטומטי,שנהב לבן,פרטית,9 חודשים,0
189,"152,000 ₪",נתניה,טויוטה קורולה SDN LIMITED,2022,1798 ליטר בנזין,"15,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,811 ₪"
190,"95,000 ₪",נתניה,יונדאי I20 I20 PRESTIGE,2021,998 ליטר בנזין,"18,000",2,אוטומטי,כסף,פרטית,0,"1,529 ₪"
191,"149,000 ₪",ראשון לציון,סקודה קודיאק KODIAQ STYLE,2017,1395 ליטר בנזין,"79,000",1,אוטומטי,אפור מטל,פרטית,6 חודשים,"2,019 ₪"
192,"128,900 ₪",ראשון לציון,סיאט אטקה ATECA STYLE STYLE,2021,1498 ליטר בנזין,"27,000",1,אוטומטי,שנהב לבן,ליסינג,0,"1,811 ₪"
193,"97,000 ₪",עפולה,יונדאי טוסון TUCSON OPEN SKY,2016,1999 ליטר בנזין,"135,000",2,אוטומטי,אפור,פרטית,5 חודשים,"1,693 ₪"
194,"145,900 ₪",פתח תקווה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2020,1998 ליטר בנזין,"55,799",1,אוטומטי,שחור,פרטית,4 חודשים,0
195,"17,000 ₪",אזור,יונדאי I10 I10 INSPIRE,2012,1086 ליטר בנזין,"140,000",2,ידני,בז מטאלי,פרטית,8 חודשים,880 ₪
196,"169,000 ₪",רמלה,טויוטה C-HR TOYOTA CITY CITY 7,2022,1199 ליטר בנזין,100,1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"2,417 ₪"
197,"105,900 ₪",חדרה,יונדאי טוסון TUCSON PRIME PLUS,2020,1999 ליטר בנזין,"122,278",1,אוטומטי,כסוף,ליסינג,0,"2,130 ₪"
198,"220,900 ₪",פתח תקווה,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LAREDO,2020,3604 ליטר בנזין,"68,421",1,אוטומטי,לבן,פרטית,0,"4,731 ₪"
199,"80,000 ₪",בת ים,קיה פיקנטו PICANTO X-LINE,2022,1197 ליטר בנזין,"7,000",1,אוטומטי,כסף,פרטית,1 חודשים,"1,235 ₪"
200,"90,000 ₪",עפולה,סובארו פורסטר FORESTER 2.0Z,2017,1995 ליטר בנזין,"185,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"2,019 ₪"
201,"117,000 ₪",נוף הגליל,מיצובישי אאוטלנדר OUTLANDER INTENSE,2018,1998 ליטר בנזין,"119,000",1,אוטומטי,שנהב לבן,ליסינג,4 חודשים,"2,019 ₪"
202,"159,900 ₪",נתניה,קאדילאק XT5 XT5 LUXURY,2017,3649 ליטר בנזין,"140,000",2,אוטומטי,לבן,פרטית,0,"3,357 ₪"
203,"217,000 ₪",נתניה,יונדאי טוסון TUCSON LUXURY,2023,1598 ליטר בנזין,0,1,אוטומטי,שחור,פרטית,10 חודשים,"2,417 ₪"
204,"117,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2020,1598 ליטר דיזל,"58,317",2,אוטומטי,לבן,פרטית,1 חודשים,"2,130 ₪"
205,"145,000 ₪",חיפה,איסוזו D-Max PICK - UP LS,2016,2499 ליטר דיזל,"160,000",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,962 ₪"
206,"40,000 ₪",בת ים,שברולט טראקס TRAX LS,2014,1796 ליטר בנזין,"120,000",3,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,424 ₪"
207,"174,503 ₪",נתניה,אאודי A1 SPORTBACK EPIC EDITION,2020,1498 ליטר בנזין,"36,260",1,אוטומטי,לבן,פרטית,4 חודשים,"3,366 ₪"
208,"81,900 ₪",ראשון לציון,רנו מגאן MEGANE EXPRESSION,2017,1461 ליטר דיזל,"175,000",3,אוטומטי,כסף מטלי,פרטית,0,"1,604 ₪"
209,"75,000 ₪",רמלה,טויוטה קורולה COROLLA SUN,2015,1598 ליטר בנזין,"134,000",2,אוטומטי,שנהב לבן,ליסינג,9 חודשים,"1,424 ₪"
210,"50,000 ₪",באר שבע,סקודה אוקטביה OCTAVIA AMBITION,2015,1197 ליטר בנזין,"220,000",2,אוטומטי,שנהב לבן,פרטית,0,"1,424 ₪"
211,"170,000 ₪",ירושלים,סקודה קודיאק KODIAQ STYLE,2020,1498 ליטר בנזין,"130,000",1,אוטומטי,אפור כהה,ליסינג,11 חודשים,"2,019 ₪"
212,"13,999 ₪",פרדס חנה כרכור,שברולט ספארק SPARK LS,2014,995 ליטר בנזין,"200,000",2,ידני,שחור מטלי,פרטית,4 חודשים,985 ₪
213,"47,500 ₪",רעננה,קיה פיקנטו PICANTO LX,2017,1248 ליטר בנזין,"112,000",2,אוטומטי,כסף,ליסינג,3 חודשים,"1,102 ₪"
214,"100,000 ₪",נוף הגליל,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"130,000",1,אוטומטי,כסף,ליסינג,1 חודשים,"1,604 ₪"
215,"19,500 ₪",קרית אתא,פורד פוקוס FOCUS TREND,2014,1596 ליטר בנזין,"153,500",2,אוטומטי,אפור כהה,ליסינג,0,"1,424 ₪"
216,"58,900 ₪",ראשון לציון,סקודה אוקטביה OCTAVIA AMBITION,2016,1197 ליטר בנזין,"130,000",2,אוטומטי,אפור מטל,פרטית,7 חודשים,"1,424 ₪"
217,"78,900 ₪",ראשון לציון,מזדה CX-5 CX5 EXECUTIVE,2014,1998 ליטר בנזין,"70,000",1,אוטומטי,אפור,פרטית,3 חודשים,"1,693 ₪"
218,"50,000 ₪",פתח תקווה,מזדה 3 MAZDA 3 COMFORT,2014,1496 ליטר בנזין,"140,000",4,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,424 ₪"
219,"149,000 ₪",רמלה,סקודה סופרב SUPERB FL BUSINESS,2020,1498 ליטר בנזין,"28,000",1,אוטומטי,שחור מטלי,ליסינג,3 חודשים,"2,417 ₪"
220,"153,163 ₪",נתניה,צ'רי טיגו TIGGO 7 PRO COMFORT,2023,1598 ליטר בנזין,0,1,אוטומטי,לבן,ליסינג,11 חודשים,"2,130 ₪"
221,"139,900 ₪",חיפה,מזדה CX-5 CX-5 LUXURY,2019,1998 ליטר בנזין,"104,850",1,אוטומטי,שחור,פרטית,11 חודשים,0
222,"74,900 ₪",פתח תקווה,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,"46,316",2,אוטומטי,שחור,פרטית,11 חודשים,"1,102 ₪"
223,"89,900 ₪",חיפה,יונדאי I20 I20 PRIME PLUS,2021,998 ליטר בנזין,"44,637",2,אוטומטי,אפור מטל,פרטית,10 חודשים,"1,529 ₪"
224,"165,000 ₪",נתניה,סוזוקי ג'ימני JIMNY GLX,2022,1462 ליטר בנזין,0,1,אוטומטי,לבן,פרטית,4 חודשים,"2,130 ₪"
225,"59,900 ₪",נתניה,מזדה 6 MAZDA 6 PREMIUM,2013,2488 ליטר בנזין,"120,000",3,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,693 ₪"
226,"58,000 ₪",חיפה,קיה ריו RIO LX,2017,1396 ליטר בנזין,"103,000",1,אוטומטי,כסף,ליסינג,6 חודשים,"1,353 ₪"
227,"89,000 ₪",ראשון לציון,יונדאי סונטה HYBRID PREMIUM,2017,1999 ליטר בנזין,"99,000",2,אוטומטי,כסף,פרטית,0,"2,019 ₪"
228,"105,000 ₪",כפר חסידים א',סקודה אוקטביה OCTAVIA AMBITION,2020,1498 ליטר בנזין,"50,000",1,אוטומטי,שנהב לבן,ליסינג,0,"1,811 ₪"
229,"112,000 ₪",עפולה,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,"129,033",1,אוטומטי,שחור,פרטית,7 חודשים,"1,835 ₪"
230,"112,000 ₪",ירכא,קיה נירו NIRO EX,2019,1580 ליטר בנזין,"130,000",1,אוטומטי,שנהב לבן,ליסינג,0,"1,604 ₪"
231,"132,900 ₪",פתח תקווה,קיה ספורטז' SPORTAGE PREMIUM,2020,1591 ליטר בנזין,"37,000",1,אוטומטי,כסף,פרטית,0,"2,417 ₪"
232,"97,990 ₪",עפולה,רנו מגאן MEGANE INTENSE,2019,1461 ליטר דיזל,"80,000",1,אוטומטי,כסף מטלי,ליסינג,5 חודשים,"1,604 ₪"
233,"91,900 ₪",הרצליה,יונדאי טוסון TUCSON PREMIUM,2016,1999 ליטר בנזין,"56,000",2,אוטומטי,כסף,פרטית,6 חודשים,"1,584 ₪"
234,"104,000 ₪",רעננה,סיאט ארונה ARONA FR,2020,999 ליטר בנזין,"59,000",1,אוטומטי,אדום כהה (יין),ליסינג,11 חודשים,"1,353 ₪"
235,"334,650 ₪",נתניה,מרצדס EQC EQA250 ELECTRIC NR,2023,חשמלי,0,1,אוטומטי,לבן,ליסינג,11 חודשים,0
236,"105,900 ₪",עפולה,קיה אופטימה OPTIMA HEV PREMIUM,2018,1999 ליטר בנזין,"122,000",1,אוטומטי,שנהב לבן,השכרה,5 חודשים,"2,019 ₪"
237,"37,900 ₪",נתניה,מרצדס C קלאס C200CDI TAXICLASSIC,2012,2143 ליטר דיזל,"400,000",2,אוטומטי,שנהב לבן,אחר,1 חודשים,"1,726 ₪"
238,"24,999 ₪",פרדס חנה כרכור,מזדה 5 MAZDA 5 S,2008,1999 ליטר בנזין,"237,000",2,אוטומטי,סגול,פרטית,0,"1,369 ₪"
239,"60,000 ₪",פתח תקווה,סקודה אוקטביה OCTAVIA AMBITION,2016,1197 ליטר בנזין,"160,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,424 ₪"
240,"45,000 ₪",פתח תקווה,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LAREDO,2010,3700 ליטר בנזין,"268,000",3,אוטומטי,לבן,פרטית,1 חודשים,"1,508 ₪"
241,"90,000 ₪",עפולה,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,"99,000",1,אוטומטי,שנהב לבן,פרטית,9 חודשים,"1,353 ₪"
242,"93,000 ₪",ראשון לציון,סובארו פורסטר FORESTER 2.0Z,2016,1995 ליטר בנזין,"100,000",1,אוטומטי,שחור,פרטית,9 חודשים,"1,693 ₪"
243,"240,000 ₪",חיפה,טויוטה לנד קרוזר LAND CRUISER LUXURY,2018,2755 ליטר דיזל,"68,000",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"2,563 ₪"
244,"269,000 ₪",בת ים,ג'יפ רנגלר WRANGLER 2D SPORT S,2022,1995 ליטר בנזין,"5,000",1,אוטומטי,אפור,פרטית,11 חודשים,"3,366 ₪"
245,"69,000 ₪",ראשון לציון,מיצובישי ספייס סטאר SPACE STAR SUPREME,2021,1193 ליטר בנזין,"11,000",1,אוטומטי,סגול,פרטית,5 חודשים,"1,235 ₪"
246,"99,900 ₪",ראשון לציון,איסוזו D-Max PICK - UP LS,2014,2499 ליטר דיזל,"264,000",2,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,962 ₪"
247,"107,900 ₪",רמת השרון,סיאט ארונה ARONA STYLE,2021,999 ליטר בנזין,"27,279",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,529 ₪"
248,"105,900 ₪",ראשון לציון,ניסאן סנטרה SENTRA SV,2021,1997 ליטר בנזין,"38,000",2,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,811 ₪"
249,"89,000 ₪",ראשון לציון,סוזוקי ויטארה VITARA GLXV,2017,1586 ליטר בנזין,"92,000",1,אוטומטי,שחור מטלי,פרטית,7 חודשים,"1,604 ₪"
250,"299,990 ₪",קרית שמונה,סיאט קופרה FORMENTOR VZ EH SPORTIVO SKY,2022,1395 ליטר חשמל/בנזין,"2,000",1,אוטומטי,אפור פלדה,פרטית,8 חודשים,"3,366 ₪"
251,"72,900 ₪",ראשון לציון,יונדאי I20 I20 SUPREME,2020,998 ליטר בנזין,"129,000",1,אוטומטי,שחור,פרטית,4 חודשים,"1,529 ₪"
252,"40,900 ₪",ראשון לציון,קיה פיקנטו PICANTO SPORT,2013,1248 ליטר בנזין,"146,000",2,ידני,כסוף כהה,פרטית,9 חודשים,985 ₪
253,"92,900 ₪",נתניה,טויוטה RAV4 RAV 4 PREMIUM,2016,1987 ליטר בנזין,"134,000",2,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,693 ₪"
254,"189,999 ₪",חיפה,אאודי A5 A5 LUXURY TECH,2017,1984 ליטר בנזין,"229,000",1,אוטומטי,לבן,פרטית,7 חודשים,"3,357 ₪"
255,"149,500 ₪",ראשון לציון,קיה סורנטו SORENTO URBAN,2019,2359 ליטר בנזין,"130,000",1,אוטומטי,שחור,פרטית,2 חודשים,"2,563 ₪"
256,"44,900 ₪",ראשון לציון,יונדאי I35 I35 INSPIRE,2015,1591 ליטר בנזין,"190,000",1,אוטומטי,כסף,פרטית,0,"1,424 ₪"
257,"90,000 ₪",נתניה,מזדה 2 MAZDA 2 DYNAMIC,2020,1496 ליטר בנזין,"32,000",1,אוטומטי,אדום,פרטית,0,"1,529 ₪"
258,"39,900 ₪",חולון,הונדה ג'אז JAZZ TREND,2016,1318 ליטר בנזין,"156,000",2,אוטומטי,כסף מטלי,פרטית,0,"1,205 ₪"
259,"195,000 ₪",אזור,מיצובישי L-200 L200 DAKAR,2021,2268 ליטר דיזל,"29,000",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"3,366 ₪"
260,"97,000 ₪",עפולה,סיטרואן ברלינגו BERLINGO LIVE,2019,1499 ליטר דיזל,"140,000",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,835 ₪"
