,price,city,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
141,"108,000 ₪",קרית שמונה,ניסאן X TRAIL X-TRAIL TEKNA,2018,1995 ליטר דיזל,"65,000",1,אוטומטי,שחור מטלי,פרטית,5 חודשים,"2,019 ₪"
142,"109,900 ₪",ראשון לציון,ב מ וו סדרה 5 530E SPORT M,2021,1998 ליטר חשמל/בנזין,"16,000",1,אוטומטי,שנהב לבן,פרטית,0,"4,731 ₪"
143,"139,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE PREMIUM,2022,1598 ליטר בנזין,"8,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"2,417 ₪"
144,"369,900 ₪",חיפה,קיה סורנטו SORENTO URBAN,2019,2359 ליטר בנזין,"99,000",2,אוטומטי,אפור,פרטית,4 חודשים,"2,563 ₪"
145,"198,000 ₪",לוד,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LAREDO,2011,3604 ליטר בנזין,"225,000",3,אוטומטי,שחור,פרטית,0,"1,508 ₪"
146,"152,500 ₪",קרית אתא,סיאט ארונה ARONA FR,2020,999 ליטר בנזין,"89,256",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,353 ₪"
147,"74,900 ₪",ראשון לציון,סוזוקי סוויפט SWIFT GLX,2008,1490 ליטר בנזין,"180,000",2,אוטומטי,נחושת,פרטית,3 חודשים,"1,074 ₪"
148,"105,900 ₪",רמת השרון,מיצובישי אאוטלנדר OUTLANDER INVITE,2016,1998 ליטר בנזין,"120,000",2,ידני,שנהב לבן,ליסינג,1 חודשים,"1,424 ₪"
149,"19,900 ₪",חיפה,יונדאי טוסון TUCSON TURBO LUXURY,2018,1591 ליטר בנזין,"98,000",1,אוטומטי,אפור,ליסינג,8 חודשים,"2,019 ₪"
150,"75,000 ₪",חיפה,קיה פיקנטו PICANTO EX,2018,1248 ליטר בנזין,"80,847",1,אוטומטי,אדום,פרטית,0,"1,102 ₪"
151,"116,500 ₪",תל אביב יפו,יונדאי איוניק HYBRID PREMIUM FL,2019,1580 ליטר בנזין,"113,227",1,אוטומטי,לבן,ליסינג,9 חודשים,"1,604 ₪"
152,"70,900 ₪",חיפה,פיג'ו 3008 3008 PREMIUM,2021,1598 ליטר בנזין,"24,597",1,אוטומטי,אפור,אחר,4 חודשים,"2,417 ₪"
153,"103,900 ₪",חדרה,יונדאי טוסון TUCSON PANORAMIC,2018,1999 ליטר בנזין,"43,000",1,אוטומטי,שחור,פרטית,1 חודשים,"1,835 ₪"
154,"156,900 ₪",פתח תקווה,סיאט ארונה ARONA FR PRO,2021,999 ליטר בנזין,"5,000",1,אוטומטי,לבן,פרטית,6 חודשים,"1,811 ₪"
155,"125,000 ₪",ראשון לציון,מזדה 5 MAZDA 5 EXECUTIVE,2015,1999 ליטר בנזין,"100,550",2,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,693 ₪"
156,"139,000 ₪",ירושלים,טויוטה C-HR HYBRID CHIC,2019,1798 ליטר בנזין,"133,000",1,אוטומטי,כסוף כהה מטלי,ליסינג,3 חודשים,"1,835 ₪"
157,"74,900 ₪",פתח תקווה,קיה סטוניק STONIC LX,2021,998 ליטר בנזין,"27,000",1,אוטומטי,שחור,פרטית,0,"1,529 ₪"
158,"114,000 ₪",נתניה,MG ZS ZS NET UP,2020,999 ליטר בנזין,"77,000",2,אוטומטי,שחור,פרטית,5 חודשים,"1,529 ₪"
159,"99,999 ₪",חיפה,וולבו XC40 T4 MOMENTUM,2019,1969 ליטר בנזין,"85,280",1,אוטומטי,לבן,פרטית,10 חודשים,"2,563 ₪"
160,"87,000 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,"142,000",1,אוטומטי,שחור,ליסינג,2 חודשים,"2,019 ₪"
161,"164,803 ₪",נתניה,ב מ וו X5 XDRIVE 40E EXCLUSIVE,2017,1997 ליטר חשמל/בנזין,"101,000",1,אוטומטי,לבן,פרטית,5 חודשים,"3,357 ₪"
162,"129,900 ₪",עפולה,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"115,000",2,אוטומטי,לבן,פרטית,0,"1,811 ₪"
163,"268,900 ₪",פתח תקווה,סוזוקי SX4 SX4 GLX,2014,1586 ליטר בנזין,"82,000",2,אוטומטי,שחור מטלי,פרטית,11 חודשים,"1,205 ₪"
164,"94,900 ₪",ראשון לציון,קיה פיקנטו PICANTO EX,2013,1248 ליטר בנזין,"146,767",1,אוטומטי,אדום,פרטית,9 חודשים,985 ₪
165,"59,900 ₪",רמת גן,פיאט 500 FIAT 500 ICON 3/1,2022,חשמלי,"6,000",1,אוטומטי,ירוק,פרטית,0,"1,811 ₪"
166,"39,900 ₪",פתח תקווה,טסלה MODEL S MODEL S DUAL MOTOR,2022,חשמלי,0,1,אוטומטי,שנהב לבן,פרטית,10 חודשים,"4,731 ₪"
167,"138,000 ₪",ירכא,MG ZS EV NET-UP S,2021,חשמלי,"20,845",1,אוטומטי,אדום מטל,פרטית,8 חודשים,"2,130 ₪"
168,"649,999 ₪",קרית שמונה,ניסאן מיקרה MICRA VISIA,2018,1198 ליטר בנזין,"68,920",1,אוטומטי,אדום מטל,פרטית,11 חודשים,"1,102 ₪"
169,"134,900 ₪",פתח תקווה,מזדה CX-30 MAZDA CX-30 PREMIUM,2022,1998 ליטר בנזין,"12,000",1,אוטומטי,כחול,פרטית,0,"2,417 ₪"
170,"59,900 ₪",ראשון לציון,ב מ וו סדרה 4 420I M SPORT,2022,1998 ליטר בנזין,"12,000",1,אוטומטי,שנהב לבן,פרטית,0,"4,731 ₪"
171,"159,000 ₪",בת ים,ג'יפ רנגלר WRANGLER UNLI RUBICON S,2023,1995 ליטר בנזין,0,1,אוטומטי,לבן,ליסינג,11 חודשים,"4,731 ₪"
172,"364,900 ₪",נתניה,סוזוקי CROSSOVER SX4 CROSSOVER GLX,2015,1586 ליטר בנזין,"195,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,424 ₪"
173,"424,860 ₪",נתניה,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"88,000",1,אוטומטי,שנהב לבן,ליסינג,0,"1,604 ₪"
174,"50,000 ₪",עפולה,יונדאי I30 I30 INSPIRE,2016,1591 ליטר בנזין,"118,260",2,אוטומטי,אפור,פרטית,1 חודשים,"1,424 ₪"
175,"103,900 ₪",נתניה,יונדאי טוסון TUCSON PRESTIGE,2023,1598 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,417 ₪"
176,"57,900 ₪",פתח תקווה,סקודה סופרב SUPERB AMBITION,2018,1798 ליטר בנזין,"120,000",1,אוטומטי,כסף מטלי,ליסינג,2 חודשים,"2,019 ₪"
177,"183,000 ₪",ראשון לציון,מרצדס C קלאס C300 AMG SPORT,2022,1991 ליטר בנזין,0,1,אוטומטי,שחור,פרטית,6 חודשים,"4,731 ₪"
178,"110,000 ₪",באר שבע,טויוטה RAV4 RAV 4 GLI,2015,1987 ליטר בנזין,"46,000",1,אוטומטי,שחור מטלי,פרטית,3 חודשים,"1,693 ₪"
179,"485,000 ₪",נתניה,מזדה 2 MAZDA 2 DYNAMIC,2021,1496 ליטר בנזין,"18,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,529 ₪"
180,"92,900 ₪",ראשון לציון,סקודה סופרב NEW SUPERB STYLE,2016,1984 ליטר בנזין,"131,000",5,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,962 ₪"
181,"95,000 ₪",נתניה,ב מ וו סדרה 3 330E IPERFORMAN EXCLUSIVE,2019,1998 ליטר חשמל/בנזין,"65,000",1,אוטומטי,כסוף בהיר,פרטית,10 חודשים,"2,563 ₪"
182,"85,000 ₪",נתניה,טויוטה קורולה COROLLA GLI,2015,1598 ליטר בנזין,"120,000",2,אוטומטי,ברונזה,פרטית,0,"1,424 ₪"
183,"192,000 ₪",פתח תקווה,שברולט ספארק SPARK LT PLUS,2019,1399 ליטר בנזין,"96,000",1,אוטומטי,שנהב לבן,ליסינג,0,"1,102 ₪"
184,"69,000 ₪",נתניה,ג'יפ רנגלר WRANGLER RUBICON,2016,3604 ליטר בנזין,"100,000",7,אוטומטי,אפור כהה,פרטית,5 חודשים,"2,397 ₪"
185,"55,000 ₪",חיפה,פיג'ו 3008 3008 ACTIVE,2019,1598 ליטר בנזין,"115,000",2,אוטומטי,אפור כהה,ליסינג,2 חודשים,"2,019 ₪"
186,"250,000 ₪",קרית שמונה,טויוטה קורולה HYBRID COMFORT,2020,1798 ליטר בנזין,"115,000",1,אוטומטי,אפור מטל,פרטית,0,"1,811 ₪"
187,"101,900 ₪",ראשון לציון,קיה סיד CEED LX,2016,1582 ליטר דיזל,"139,000",2,אוטומטי,שנהב לבן,ליסינג,3 חודשים,"1,424 ₪"
188,"117,000 ₪",נתניה,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,"115,000",2,אוטומטי,שנהב לבן,ליסינג,2 חודשים,0
189,"47,900 ₪",רמת גן,יונדאי טוסון TUCSON PREMIUM,2016,1999 ליטר בנזין,"121,575",2,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,584 ₪"
190,"97,000 ₪",עפולה,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2020,1499 ליטר בנזין,"90,000",1,אוטומטי,שחור,ליסינג,7 חודשים,"2,130 ₪"
191,"85,900 ₪",ראשון לציון,סקודה אוקטביה OCTAVIA ELEGANCE,2014,1798 ליטר בנזין,"140,000",3,אוטומטי,קפה מטאלי,פרטית,0,"1,584 ₪"
192,"117,900 ₪",ראשון לציון,שברולט ספארק SPARK PREMIER,2021,1399 ליטר בנזין,"23,342",1,אוטומטי,סגול בהיר,פרטית,1 חודשים,"1,235 ₪"
193,"52,000 ₪",נתניה,סובארו אאוטבק OUTBACK XS,2015,2498 ליטר בנזין,"198,000",1,אוטומטי,לבן,פרטית,9 חודשים,"1,962 ₪"
194,"80,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2018,1999 ליטר בנזין,"76,066",1,אוטומטי,שחור,פרטית,0,"1,835 ₪"
195,"79,000 ₪",תל אביב יפו,מזדה 3 MAZDA 3 COMFORT,2018,1998 ליטר בנזין,"102,000",1,אוטומטי,אדום,ליסינג,12 חודשים,"1,604 ₪"
196,"108,900 ₪",פתח תקווה,אאודי Q3 Q3 ADVANCE COMFORT,2021,1498 ליטר בנזין,"33,000",3,אוטומטי,שנהב לבן,ליסינג,3 חודשים,"3,366 ₪"
197,"82,000 ₪",חיפה,מיצובישי ספייס סטאר SPACE STAR SUPREME,2022,1193 ליטר בנזין,"10,000",1,אוטומטי,אפור,פרטית,0,"1,235 ₪"
198,"224,000 ₪",נתניה,יונדאי סונטה HYBRID LIMITED,2018,1999 ליטר בנזין,"110,000",2,אוטומטי,אפור מטל,פרטית,4 חודשים,"2,019 ₪"
199,"70,900 ₪",ראשון לציון,פיג'ו 3008 3008 PREMIUM,2021,1199 ליטר בנזין,"44,000",2,אוטומטי,שנהב לבן,פרטית,10 חודשים,"2,417 ₪"
200,"119,000 ₪",ראשון לציון,קיה ספורטז' SPORTAGE EX,2017,1999 ליטר בנזין,"55,000",3,אוטומטי,לבן,פרטית,0,"2,019 ₪"
201,"136,900 ₪",תל אביב יפו,סקודה סופרב SUPERB FL L K,2021,1984 ליטר בנזין,"70,000",1,אוטומטי,שחור מטלי,פרטית,2 חודשים,"3,366 ₪"
202,"96,000 ₪",אבן יהודה,ניסאן X TRAIL X-TRAIL TEKNA,2017,1598 ליטר דיזל,"75,340",1,אוטומטי,שנהב לבן,פרטית,0,"2,019 ₪"
203,"255,000 ₪",קרית שמונה,יונדאי סנטה פה SANTA FE SUPREME,2016,2199 ליטר דיזל,"139,000",2,אוטומטי,שחור,ליסינג,6 חודשים,"1,962 ₪"
204,"117,900 ₪",פתח תקווה,מיני קופה COUPE PEPPER,2013,1598 ליטר בנזין,"92,000",3,אוטומטי,קרם,פרטית,3 חודשים,"1,693 ₪"
205,"122,000 ₪",נתניה,סקודה קודיאק KODIAQ AMBITION,2019,1968 ליטר דיזל,"70,000",1,אוטומטי,שחור,פרטית,11 חודשים,"2,019 ₪"
206,"69,900 ₪",חיפה,שברולט ספארק SPARK LT PLUS,2020,1399 ליטר בנזין,"46,143",1,אוטומטי,אפור,אחר,11 חודשים,"1,102 ₪"
207,"155,000 ₪",בת ים,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2019,1499 ליטר בנזין,"32,316",1,אוטומטי,אפור,פרטית,4 חודשים,"1,835 ₪"
208,"77,000 ₪",מאיפה שנוח לך בארץ,סיאט איביזה IBIZA STYLE,2017,999 ליטר בנזין,"147,000",1,אוטומטי,אפור מטל,ליסינג,11 חודשים,985 ₪
209,"121,900 ₪",פתח תקווה,מיצובישי ASX ASX INSTYLE,2018,1998 ליטר בנזין,"106,000",2,אוטומטי,שנהב לבן,השכרה,1 חודשים,"1,604 ₪"
210,"50,900 ₪",באר טוביה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2016,1998 ליטר בנזין,"177,395",1,אוטומטי,שנהב לבן,ליסינג,4 חודשים,"1,693 ₪"
211,"79,900 ₪",ראשון לציון,סיטרואן ברלינגו BERLINGO COMFORT,2016,1560 ליטר דיזל,"150,000",2,ידני,אפור בהיר,ליסינג,3 חודשים,"1,424 ₪"
212,"105,000 ₪",איכסאל,שברולט קורבט STINGR 1LT,2021,6162 ליטר בנזין,"18,000",1,אוטומטי,אדום,פרטית,6 חודשים,"4,731 ₪"
213,"46,000 ₪",ראשון לציון,קיה פיקנטו PICANTO EX,2017,1248 ליטר בנזין,"43,000",1,אוטומטי,אדום,פרטית,2 חודשים,"1,102 ₪"
214,"597,700 ₪",נתניה,אופל אסטרה ברלינה BERLINA ENJOY,2016,1364 ליטר בנזין,"105,000",2,אוטומטי,שנהב לבן,ליסינג,9 חודשים,"1,424 ₪"
215,"65,000 ₪",תל אביב יפו,סוזוקי בלנו BALENO GLX,2020,1242 ליטר בנזין,"88,000",1,אוטומטי,שנהב לבן,פרטית,9 חודשים,"1,235 ₪"
216,"35,000 ₪",חיפה,סקודה קאמיק KAMIQ STYLE,2022,1498 ליטר בנזין,"2,000",1,אוטומטי,כחול מטל,פרטית,2 חודשים,"1,811 ₪"
217,"80,000 ₪",לוד,הונדה ג'אז JAZZ COMFORT,2017,1318 ליטר בנזין,"190,000",2,אוטומטי,אפור בהיר מטלי,פרטית,6 חודשים,"1,353 ₪"
218,"160,000 ₪",ראשון לציון,ב מ וו סדרה 3 330E IPERFORMAN EXCLUSIVE,2017,1998 ליטר חשמל/בנזין,"72,800",1,אוטומטי,שחור מטלי,פרטית,4 חודשים,"2,563 ₪"
219,"44,999 ₪",פרדס חנה כרכור,סקודה קארוק KAROQ AMBITION,2018,999 ליטר בנזין,"119,000",1,אוטומטי,אפור מטל,פרטית,3 חודשים,"1,604 ₪"
220,"167,900 ₪",פתח תקווה,קיה סטוניק STONIC PREMIUM,2020,998 ליטר בנזין,"6,554",1,אוטומטי,אפור,פרטית,10 חודשים,"1,811 ₪"
221,"102,000 ₪",חיפה,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,"115,000",1,אוטומטי,שחור מטלי,ליסינג,1 חודשים,"1,604 ₪"
222,"113,900 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2016,1591 ליטר בנזין,"85,419",1,אוטומטי,כסף,פרטית,11 חודשים,"1,424 ₪"
223,"110,000 ₪",ירושלים,ניסאן מקסימה MAXIMA SV PREMIUM,2014,3498 ליטר בנזין,"175,000",4,אוטומטי,לבן,פרטית,6 חודשים,"1,962 ₪"
224,"74,900 ₪",רמת השרון,MG ZS EV NET-UP S,2021,חשמלי,"33,496",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,0
225,"50,000 ₪",עפולה,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"79,000",1,אוטומטי,אפור כהה,ליסינג,4 חודשים,"1,835 ₪"
226,"133,900 ₪",חיפה,שברולט טריילבליזר TRAIL BLAZER LS,2023,1341 ליטר בנזין,0,1,אוטומטי,שחור,ליסינג,11 חודשים,0
227,"119,000 ₪",רעננה,פורד אקספלורר EXPLORER LIMITE LIMITED,2018,3497 ליטר בנזין,"135,000",1,אוטומטי,שחור,פרטית,3 חודשים,"3,357 ₪"
228,"157,140 ₪",נתניה,פיג'ו 208 208 ACCESS PLUS,2018,1199 ליטר בנזין,"138,360",1,אוטומטי,כחול,ליסינג,0,"1,102 ₪"
229,"170,000 ₪",חיפה,סיאט איביזה IBIZA FR,2020,999 ליטר בנזין,"100,000",1,אוטומטי,שחור מטלי,פרטית,12 חודשים,"1,353 ₪"
230,"48,000 ₪",מאיפה שנוח לך בארץ,מרצדס C קלאס C350E LUXURY L.PLU,2018,1991 ליטר חשמל/בנזין,"105,000",1,אוטומטי,שחור,פרטית,1 חודשים,"3,357 ₪"
231,"100,000 ₪",כרמיאל,יונדאי אלנטרה ELANTRA INSPIRE SR,2020,1591 ליטר בנזין,"67,000",1,אוטומטי,שנהב לבן,פרטית,0,"1,811 ₪"
232,"207,000 ₪",נתניה,יונדאי I20 I20 GLI,2011,1396 ליטר בנזין,"185,000",2,אוטומטי,אפור,פרטית,0,"1,074 ₪"
233,"102,000 ₪",חיפה,ניסאן ג'וק JUKE TEKNA P.D,2015,1598 ליטר בנזין,"141,425",2,אוטומטי,שחור מטלי,פרטית,8 חודשים,"1,424 ₪"
234,"26,000 ₪",חיפה,קיה XCeed XCEED EX,2020,1353 ליטר בנזין,"34,000",2,אוטומטי,שחור,פרטית,2 חודשים,"1,811 ₪"
235,"54,900 ₪",פתח תקווה,מזדה CX-5 CX-5 EXECUTIVE,2019,1998 ליטר בנזין,"53,700",1,אוטומטי,כסף,פרטית,11 חודשים,"2,019 ₪"
236,"109,000 ₪",ראשון לציון,רנו קפצ'ור CAPTUR INTENSE,2022,1332 ליטר בנזין,"9,000",1,אוטומטי,כתום,פרטית,4 חודשים,"1,811 ₪"
237,"134,956 ₪",רעננה,ג'יפ רנגלר WRANGLER UNLI RUBICON S,2022,1995 ליטר בנזין,"7,000",2,אוטומטי,שנהב לבן,פרטית,3 חודשים,"4,731 ₪"
238,"120,500 ₪",תל אביב יפו,ב מ וו X5 M-SPORT SE M-SPORT SE,2023,2993 ליטר דיזל,0,1,אוטומטי,שחור מטלי,פרטית,10 חודשים,"4,731 ₪"
239,"387,500 ₪",קרית שמונה,MG ZS EV NET-UP S,2021,חשמלי,"17,062",1,אוטומטי,לבן,פרטית,0,"2,130 ₪"
240,"610,000 ₪",עפולה,MG ZS EV NET-UP S,2021,חשמלי,"23,264",1,אוטומטי,תכלת מטאלי,פרטית,8 חודשים,0
241,"133,900 ₪",ראשון לציון,סקודה סופרב SUPERB ELEGANCE,2013,1798 ליטר בנזין,"218,000",3,אוטומטי,שנהב לבן,פרטית,0,"1,693 ₪"
242,"129,900 ₪",פתח תקווה,קיה ספורטז' SPORTAGE PREMIUM GT,2016,1591 ליטר בנזין,"135,000",4,אוטומטי,לבן,פרטית,4 חודשים,"1,693 ₪"
243,"35,000 ₪",חיפה,מיצובישי אקליפס קרוס ECLIPSE CROSS PREMIUM,2019,1499 ליטר בנזין,"27,336",1,אוטומטי,אפור,פרטית,0,"2,417 ₪"
244,"99,000 ₪",עפולה,מזדה 3 MAZDA 3 SPIRIT,2021,1998 ליטר בנזין,"17,000",2,אוטומטי,שחור,פרטית,0,"2,130 ₪"
245,"125,900 ₪",פתח תקווה,שברולט ספארק SPARK LT PLUS,2021,1399 ליטר בנזין,"19,000",2,אוטומטי,כסף מטלי,ליסינג,0,"1,235 ₪"
246,"129,990 ₪",נתניה,סובארו פורסטר FORESTER X,2019,2498 ליטר בנזין,"140,820",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"2,019 ₪"
247,"74,000 ₪",אזור,וולבו XC90 B5P ULTIMATE BRI,2023,1969 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"4,731 ₪"
248,"125,900 ₪",רמת השרון,שברולט אקוינוקס EQUINOX LT,2018,1490 ליטר בנזין,"94,000",1,אוטומטי,כסף מטלי,פרטית,8 חודשים,"1,835 ₪"
249,"458,000 ₪",עפולה,סוזוקי איגניס IGNIS GLX,2019,1242 ליטר בנזין,"39,805",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,102 ₪"
250,"91,900 ₪",ראשון לציון,MG ZS ZS NET UP,2020,999 ליטר בנזין,"32,709",1,אוטומטי,כתום,השכרה,0,"1,529 ₪"
251,"80,900 ₪",חיפה,סוזוקי ויטארה VITARA GLX 2T,2016,1586 ליטר בנזין,"58,154",1,אוטומטי,טורקיז,פרטית,1 חודשים,"1,424 ₪"
252,"75,900 ₪",חיפה,יונדאי איוניק HYBRID PREMIUM FL,2020,1580 ליטר בנזין,"58,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,604 ₪"
253,"84,900 ₪",חיפה,קיה סטוניק STONIC LX,2019,998 ליטר בנזין,"130,000",1,אוטומטי,כסף,פרטית,7 חודשים,"1,353 ₪"
254,"120,000 ₪",קרית שמונה,יונדאי I20 I20 PRIME,2019,998 ליטר בנזין,"93,000",1,אוטומטי,כסף,ליסינג,4 חודשים,"1,102 ₪"
255,"88,000 ₪",כפר כנא,רנו מגאן MEGANE INTENSE,2019,1461 ליטר דיזל,"130,000",2,אוטומטי,שנהב לבן,ליסינג,8 חודשים,"1,604 ₪"
256,"74,000 ₪",רעננה,פיג'ו 3008 3008 ACTIVE,2018,1499 ליטר דיזל,"52,776",1,אוטומטי,זהב,פרטית,9 חודשים,"1,835 ₪"
257,"85,000 ₪",חיפה,מרצדס C קלאס C220 D TAXI PREMIUM,2019,1950 ליטר דיזל,"263,000",2,אוטומטי,שנהב לבן,אחר,7 חודשים,"3,357 ₪"
258,"109,900 ₪",פתח תקווה,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,"145,000",1,אוטומטי,שנהב לבן,השכרה,2 חודשים,"1,604 ₪"
259,"84,900 ₪",ראשון לציון,סוזוקי ויטארה VITARA GLX 2T,2016,1586 ליטר בנזין,"100,710",1,אוטומטי,שחור מטלי,פרטית,11 חודשים,"1,424 ₪"
